Year,3,4,5,6,7,8,9,10,11,12,13,14,15+
1946,0.35,0.59,1.11,1.69,2.37,3.17,3.98,5.05,5.92,7.2,8.15,8.13,9.25
1947,0.32,0.56,0.95,1.5,2.14,2.92,3.65,4.56,5.84,7.42,8.85,8.79,10
1948,0.34,0.53,1.26,1.93,2.46,3.36,4.22,5.31,5.92,7.09,8.43,8.18,9.43
1949,0.37,0.67,1.11,1.66,2.5,3.23,4.07,5.27,5.99,7.08,8.22,8.26,8.7
1950,0.39,0.64,1.29,1.7,2.36,3.48,4.52,5.62,6.4,7.96,8.89,9.07,10.27
1951,0.4,0.83,1.39,1.88,2.54,3.46,4.88,5.2,7.14,8.22,9.39,9.5,9.52
1952,0.44,0.8,1.33,1.92,2.64,3.71,5.06,6.05,7.42,8.43,10.19,10.13,10.56
1953,0.4,0.76,1.28,1.93,2.81,3.72,5.06,6.34,7.4,8.67,10.24,11.41,11.93
1954,0.44,0.77,1.26,1.97,3.03,4.33,5.4,6.75,7.79,10.67,9.68,9.56,11.11
1955,0.32,0.57,1.13,1.73,2.75,3.94,4.9,7.04,7.2,8.78,10.08,11.02,12.11
1956,0.33,0.58,1.07,1.83,2.89,4.25,5.55,7.28,8,8.35,9.94,10.25,11.56
1957,0.33,0.59,1.02,1.82,2.89,4.28,5.49,7.51,8.24,9.25,10.61,10.82,12.07
1958,0.34,0.52,0.95,1.92,2.94,4.21,5.61,7.35,8.67,9.58,11.63,11,13.83
1959,0.35,0.72,1.47,2.68,3.59,4.32,5.45,6.44,7.17,8.63,11.62,11.95,13
1960,0.34,0.51,1.09,2.13,3.38,4.87,6.12,8.49,7.79,8.3,11.42,11.72,13.42
1961,0.31,0.55,1.05,2.2,3.23,5.11,6.15,8.15,8.68,9.6,11.95,13.18,13.42
1962,0.32,0.55,0.93,1.7,3.03,5.03,6.55,7.7,9.27,10.56,12.72,13.48,14.44
1963,0.32,0.61,0.96,1.73,3.04,4.96,6.44,7.91,9.62,11.31,12.74,13.19,14.29
1964,0.33,0.55,0.95,1.86,3.25,4.97,6.41,8.07,9.34,10.16,12.89,13.25,14
1965,0.38,0.68,1.03,1.49,2.41,3.52,5.73,7.54,8.47,11.17,13.72,13.46,14.12
