Year,2,3,4,5,6,7,8,9,10+
1959,0.850,1.730,3.230,4.400,5.800,6.370,7.340,7.880,10.270
1960,1.000,2.030,3.370,4.420,6.020,6.650,8.120,11.000,10.270
1961,1.080,2.220,3.450,4.690,5.520,7.090,9.910,8.030,10.270
1962,1.000,2.270,3.350,4.580,4.930,9.080,6.590,6.660,10.270
1963,1.040,1.940,3.510,4.600,5.500,6.780,8.710,11.720,10.820
1964,0.970,1.830,3.150,4.330,6.080,7.000,6.250,6.190,14.390
1965,0.920,1.450,2.570,3.780,5.690,7.310,7.930,8.090,11.110
1966,0.980,1.770,2.750,3.510,4.800,6.320,7.510,10.340,11.650
1967,0.960,1.930,3.130,4.040,4.780,6.250,7.000,11.010,10.690
1968,0.880,1.720,3.070,4.120,4.650,5.500,7.670,10.950,9.280
1969,1.090,1.800,2.850,3.670,4.890,5.050,7.410,8.660,14.390
1970,0.960,2.230,2.690,3.940,5.140,6.460,10.310,7.390,9.340
1971,0.810,1.800,2.980,3.580,3.940,4.870,6.480,6.370,10.220
1972,0.660,1.610,2.580,3.260,4.290,4.950,6.480,6.900,11.550
1973,1.110,2.000,3.410,3.890,5.100,5.100,6.120,8.660,7.570
1974,1.080,2.220,3.440,4.800,5.180,5.880,6.140,8.630,7.620
1975,0.790,1.790,2.980,4.260,5.460,6.250,7.510,7.390,8.170
1976,0.940,1.720,2.840,3.700,5.260,6.430,6.390,8.550,13.620
1977,0.870,1.790,2.530,3.680,4.650,5.340,6.230,8.380,10.720
1978,1.112,1.385,2.140,3.125,4.363,5.927,6.348,8.715,12.229
1979,0.897,1.682,2.211,3.052,3.642,4.719,7.272,8.368,13.042
1980,0.927,1.432,2.220,3.105,3.539,4.392,6.100,7.603,9.668
1981,1.080,1.470,2.180,3.210,3.700,4.240,4.430,6.690,10.000
1982,1.230,1.413,2.138,3.107,4.012,5.442,5.563,5.216,6.707
1983,1.338,1.950,2.403,3.107,4.110,5.020,5.601,8.013,8.031
1984,1.195,1.888,2.980,3.679,4.470,5.488,6.466,6.628,10.981
1985,0.905,1.658,2.626,3.400,3.752,4.220,4.739,6.511,10.981
1986,1.099,1.459,2.046,2.936,3.786,4.699,5.893,9.700,8.815
1987,1.093,1.517,2.160,2.766,3.908,5.461,6.341,8.509,9.811
1988,1.061,1.749,2.300,2.914,3.109,3.976,4.896,7.087,8.287
1989,1.010,1.597,2.200,2.934,3.468,3.750,4.682,6.140,9.156
1990,0.945,1.300,1.959,2.531,3.273,4.652,4.758,6.704,8.689
1991,0.779,1.271,1.570,2.524,3.185,4.086,5.656,5.973,8.147
1992,0.989,1.364,1.779,2.312,3.477,4.545,6.275,7.619,9.725
1993,1.155,1.704,2.421,3.132,3.723,4.971,6.159,7.614,9.587
1994,1.194,1.843,2.613,3.654,4.584,4.976,7.146,8.564,8.796
1995,1.218,1.986,2.622,3.925,5.180,6.079,6.241,7.782,8.627
1996,1.016,1.737,2.745,3.800,4.455,4.978,5.270,5.593,7.482
1997,0.901,1.341,1.958,3.012,4.158,4.491,5.312,6.172,7.056
1998,1.004,1.417,1.802,2.280,3.478,5.433,5.851,7.970,8.802
1999,1.050,1.586,2.350,2.774,3.214,5.496,8.276,9.129,10.652
2000,1.416,2.170,3.187,3.795,4.048,4.577,8.182,11.895,13.009
2001,1.164,2.076,3.053,3.976,4.394,4.871,5.563,7.277,12.394
2002,1.017,1.768,2.805,3.529,4.095,4.475,4.650,6.244,7.457
2003,0.820,1.362,2.127,3.329,4.092,4.670,6.000,6.727,6.810
2004,1.037,1.154,1.693,2.363,3.830,5.191,6.326,7.656,9.573
2005,0.986,1.373,1.760,2.293,3.138,5.287,8.285,8.703,9.517
2006,0.839,1.304,1.988,2.386,3.330,4.691,7.635,9.524,11.990
2007,0.937,1.324,1.970,3.076,3.529,4.710,6.464,9.461,9.509
2008,1.209,1.478,2.104,2.714,3.804,4.669,5.915,7.233,9.559
2009,0.805,1.431,2.287,2.723,3.435,5.081,6.281,8.312,9.959
2010,1.049,1.642,2.400,3.212,3.678,4.774,5.973,7.094,9.800
2011,0.815,1.367,2.413,3.493,4.525,5.076,6.631,6.863,10.089
2012,1.007,1.315,1.893,3.102,4.279,5.573,5.871,7.482,9.206
2013,1.011,1.527,2.528,3.180,4.672,6.776,6.966,9.028,10.324
2014,1.099,1.653,2.466,3.000,4.148,6.489,9.394,9.236,12.120
2015,1.198,1.733,2.769,3.650,4.403,5.768,8.035,10.334,11.127
2016,1.358,1.993,2.752,3.937,4.419,5.399,7.059,10.227,10.975
2017,1.281,2.162,3.051,4.042,4.985,5.650,7.407,9.172,10.882
2018,1.278,2.095,3.392,4.249,4.919,5.553,6.987,8.530,10.099
