Year,3,4,5,6,7,8,9,10,11,12,13,14+
1959,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1960,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1961,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1962,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1963,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1964,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1965,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1966,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1967,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1968,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1969,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1970,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1971,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1972,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1973,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1974,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1975,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1976,0.28,0.69,1.08,1.68,2.4,3.21,4.1,5.08,6.03,7,8.05,9.16
1977,0.55,0.68,1.3,1.86,2.67,3.42,4.19,4.94,5.92,6.76,8.78,10.9
1978,0.45,0.7,1.08,1.75,2.45,2.99,4.1,5.16,5.17,7.2,7.75,8.72
1979,0.41,0.65,1.01,1.65,2.55,3.68,4.3,6.49,7,8.2,9.53,10.84
1980,0.52,0.72,1.13,1.66,2.48,3.6,5.4,6.95,7.29,8.64,9.33,9.58
1981,0.48,0.79,1.32,1.8,2.3,3.27,4.36,5.68,7.41,9.04,8.39,9.56
1982,0.45,0.77,1.17,1.78,2.36,2.88,3.91,5.28,6.18,8.62,8.64,11.41
1983,0.58,0.84,1.33,1.99,2.58,3.26,3.77,5.04,6.56,8.45,10.06,11.82
1984,0.66,1.04,1.4,1.97,2.64,3.77,4.75,5.56,6.01,9.04,11.2,10.4
1985,0.63,0.85,1.23,1.79,2.81,3.44,5.02,6.01,6.11,7.18,9.81,10.48
1986,0.54,0.75,1.18,1.84,2.43,3.15,4.3,5.5,6.19,8.72,8.05,11.91
1987,0.56,0.77,1.21,1.63,2.31,3.02,4.33,5.11,6.2,6.98,7.08,8.34
1988,0.63,0.82,1.09,1.67,2.17,2.92,3.58,4.98,5.61,6.6,7.46,8.92
1989,0.63,0.81,1.16,1.63,2.25,3.37,4.11,5.18,6.29,7.3,7.75,8.73
1990,0.58,0.86,1.27,1.85,2.45,3,4.22,5.09,6.35,7.6,8.31,10.37
1991,0.6,0.75,1.17,1.74,2.37,2.91,3.69,4.23,6.34,7.68,8.64,9.72
1992,0.459,0.694,1.038,1.56,2.226,2.891,4.142,5.542,6.42,7.822,10.397,11.88
1993,0.355,0.68,1.077,1.48,2.127,2.824,4.341,4.302,4.683,7.494,6.845,8.238
1994,0.617,0.816,1.303,1.86,2.054,2.746,3.593,4.377,6.291,7.768,6.784,8.073
1995,0.52,0.85,1.57,2.03,2.47,2.78,3.46,4.3,4.27,4.16,5.59,9.241
1996,0.674,0.985,1.485,2.048,2.525,2.941,3.232,4.031,4.823,4.68,7.257,9.921
1997,0.617,0.898,1.304,1.871,2.51,3.242,3.471,3.524,4.587,6.365,8.579,10.733
1998,0.62,1.02,1.57,2.05,2.42,3.1,4.04,4.13,4.62,5.21,6.39,9.69
1999,0.7,0.92,1.57,2.31,2.53,2.82,3.92,5.32,4.99,5.27,6.14,7.27
2000,0.615,0.896,1.358,2.066,2.741,2.813,3.152,4.597,6.538,6.123,6.423,7.734
2001,0.689,1.018,1.44,1.935,2.575,3.405,3.206,3.456,5.593,8.607,7.609,8.115
2002,0.572,1.017,1.544,2.04,2.324,3.104,4.326,3.896,3.874,6.046,8.895,7.942
2003,0.681,0.974,1.574,2.111,2.342,2.634,3.867,4.75,4.297,5.33,7.819,10.346
2004,0.587,0.963,1.368,2.036,2.495,2.737,2.851,5.021,6.707,5.247,7.128,8.786
2005,0.637,0.943,1.386,1.84,2.458,2.904,3.161,3.246,4.361,6.153,5.525,7.854
2006,0.567,1.01,1.549,1.939,2.167,2.748,3.435,3.465,3.133,4.923,6.593,7.498
2007,0.556,0.938,1.444,1.962,2.235,2.533,3.732,4.957,5.512,4.861,7.079,8.806
2008,0.663,0.981,1.35,1.919,2.223,2.465,2.629,3.804,5.199,5.292,5.003,8.455
2009,0.626,1.019,1.533,1.932,2.375,2.482,2.614,3.671,5.815,7.07,7.973,8.997
2010,0.635,1.089,1.363,2.009,2.26,2.585,2.761,2.932,5.518,7.91,9.52,9.981
2011,1.072,1.064,1.37,1.633,2.176,2.438,2.769,2.638,2.706,2.798,4.116,7.56
2012,0.801,0.945,1.421,1.98,2.028,2.205,2.783,3.309,3.553,2.682,2.726,2.759
2013,0.629,1.188,1.571,1.862,2.14,2.051,2.592,2.862,3.047,3.03,2.464,2.417
