"","Rec","SSB","Catch","F"
"1982",0.137677443781748,0.113078742993249,0.128320322560351,0.16990669809034
"1983",0.129237270911463,0.106985335680351,0.100205309790467,0.148726999218468
"1984",0.135633595550328,0.117263627486255,0.104265383612384,0.174315238799521
"1985",0.137018733050381,0.136579476168837,0.0835168160003357,0.186065935184928
"1986",0.158541208403685,0.113398391161975,0.123378434226759,0.199124345625337
"1987",0.142793956786188,0.10616321294019,0.122458548888375,0.181556527414987
"1988",0.134099801528255,0.105635601022675,0.128543858985924,0.182313907522563
"1989",0.134951490408534,0.110350680671217,0.114375660264134,0.175594918117533
"1990",0.146659646892291,0.106035266411119,0.139504435803875,0.172261495105619
"1991",0.137469526867942,0.102720085869099,0.100328674823132,0.162257733061868
"1992",0.148614924899929,0.0989031429895365,0.0976903235484514,0.143994263513415
"1993",0.179160305563211,0.111588607290079,0.109755707583708,0.14846888395608
"1994",0.174104875512639,0.133769853194175,0.114426449578701,0.198739379519892
"1995",0.155132927001922,0.168643147863647,0.14735362049977,0.27122170748585
"1996",0.141406172693686,0.168984141436232,0.118945567040837,0.302761121310104
"1997",0.138202909135711,0.148593554679973,0.124264676857556,0.27086520249294
"1998",0.134086478557241,0.144639118455843,0.111772058999861,0.210523278119369
"1999",0.134842151676238,0.140696268322433,0.0988315623033253,0.191586785483766
"2000",0.13897657633682,0.132196396022508,0.104826894705091,0.175962429804138
"2001",0.14505786617456,0.13209003128925,0.101258827698013,0.197360918347125
"2002",0.147988419226183,0.142998142429099,0.0908146792229354,0.21508161346048
"2003",0.169499445905496,0.163643905278084,0.0891649832657631,0.216514427044737
"2004",0.181642697932914,0.195539613275097,0.0912578622292146,0.204069402564211
"2005",0.174457336240945,0.190042963404416,0.0942093521523005,0.208298893990918
"2006",0.17009108839876,0.184477717925668,0.0893354621861592,0.214132345727448
"2007",0.176273349296021,0.176968197164837,0.0890701931461831,0.217906348099625
"2008",0.161732028121062,0.163315772775305,0.0983538539570857,0.225224537897793
"2009",0.166214960945253,0.15694508576836,0.110667864481889,0.229508427909469
"2010",0.167813224999147,0.15148210948037,0.113734029531968,0.229403503353458
"2011",0.180837207345231,0.156708491468395,0.0951035787027768,0.208504239835745
"2012",0.187600785793912,0.164054849382142,0.0884986343982354,0.207834277759173
"2013",0.225619607048203,0.167968498013479,0.0943805740593573,0.221089616655523
"2014",0.323457150403415,0.168924614385829,0.109363710887283,0.256899218379761
"2015",0.538458619093978,0.167998036593707,0.0980988319751116,0.245564835352565
"2016",0.718811738302718,0.169984115928908,0.14273819197406,0.24283412940223
