"","Rec","SSB","Catch","F"
"1987",0.122341746876017,0.0715557863790477,0.139107909359477,0.119189175973251
"1988",0.11527703996424,0.0691718360160116,0.103185847359516,0.0829798563656435
"1989",0.112984884794689,0.0631823924399649,0.0985160641913973,0.0924911302850209
"1990",0.112041060309295,0.0592773688251078,0.0887688910375164,0.0867052656056117
"1991",0.112625679355507,0.0551709469733199,0.0901487243713208,0.0938852024676902
"1992",0.108118819598561,0.0540825169971716,0.0836389800849427,0.0855650089136473
"1993",0.11196219858865,0.0561121628454032,0.090983073617525,0.0869820039075183
"1994",0.113247652334144,0.0552788129254666,0.0897968149393837,0.0823550972272615
"1995",0.112635963317237,0.0525693328657977,0.0888064028716298,0.0876151509981511
"1996",0.109992147225156,0.0545049463401241,0.079553410859183,0.0858659599645481
"1997",0.112188238899533,0.0559513436006276,0.0871583598714013,0.0950778672673606
"1998",0.114151130346102,0.0604965023592766,0.0853899716620063,0.0949678023696306
"1999",0.114504502900624,0.0654842061790708,0.0930259674650882,0.0904683434723353
"2000",0.12031400063858,0.0649861569301606,0.0951081363313063,0.082784197219782
"2001",0.111665170083163,0.0642096475685403,0.0943187639828255,0.0762054855972339
"2002",0.107101735401729,0.0582757323860619,0.0970429730992557,0.0909473504662097
"2003",0.114384909198192,0.0657055132026111,0.10512775659428,0.113199040549949
"2004",0.10693933458446,0.0684272826212747,0.109667614235405,0.123791519672314
"2005",0.11407402398807,0.0654561697931042,0.103319917230433,0.115443781361019
"2006",0.113386330773491,0.064057664236647,0.0955569970546608,0.104078463338556
"2007",0.103125788014193,0.0642074338413077,0.0920505310209966,0.106823562897301
"2008",0.112482585508295,0.0669326953335102,0.0900554227838881,0.125061406083209
"2009",0.105096907236915,0.073192334766778,0.0820932278241981,0.127643675241773
"2010",0.126322964350651,0.074076535762639,0.0872383728139684,0.11913012373016
"2011",0.131375082867691,0.0733380019859311,0.0836849579568791,0.102997267380907
"2012",0.148006191467821,0.0747487397112155,0.0906356851130281,0.108755647062049
"2013",0.174439879201157,0.085076790439961,0.0817912473260556,0.11854847579678
"2014",0.214447834989899,0.10143418773409,0.0924728314093606,0.148997431824603
"2015",0.273185238638443,0.119134221783572,0.0853176689042691,0.16628324746001
"2016",0.430497357121018,0.13828352821389,0.122976303655922,0.21108433622235
