"","Rec","SSB","Catch","F"
"1987",0.0979300335204695,0.0539009445323881,0.103353800810164,0.121829234942938
"1988",0.0970044773782531,0.0586406566430126,0.0871868929556661,0.0894384349878833
"1989",0.0968246164272013,0.0572403631109081,0.0987321571520377,0.102932508081495
"1990",0.0999263641129831,0.0554542450538928,0.0875561788004265,0.0989346313417939
"1991",0.0963572414085863,0.0535878824044844,0.0781109573020856,0.0977732074351549
"1992",0.0917441652935783,0.056556006071837,0.0773382671243086,0.0918131434972076
"1993",0.104374048942615,0.0596546769217532,0.0916201408711061,0.110435307541577
"1994",0.102293627598775,0.0610047007338037,0.0801171408143208,0.124203473159973
"1995",0.0938291869357766,0.0647213624942187,0.0830798342102842,0.122813739602114
"1996",0.0946723990981841,0.0744026809876624,0.073658470425283,0.115985151120429
"1997",0.0987479367925844,0.0841190403455419,0.0683255177398159,0.129132703258227
"1998",0.0961346097971369,0.0873125181818613,0.0792943509795475,0.136971465956475
"1999",0.0980112722991633,0.0896300268323574,0.079884563744761,0.143044119965686
"2000",0.102219978304111,0.0905060284691793,0.0810863114290534,0.137921280526927
"2001",0.0997219400934145,0.0947940507077884,0.0794729930326639,0.145834153815656
"2002",0.0984312909912695,0.0964701327861778,0.0766302416292161,0.183257082590382
"2003",0.100934871783496,0.0936486886245175,0.0938870057344248,0.19333464333299
"2004",0.0934703551511374,0.09151281949727,0.102670346740057,0.160368907636523
"2005",0.0970532788293265,0.0902575274568679,0.096426340620988,0.13089265189651
"2006",0.0958036263392077,0.0898700582082514,0.0876748011540323,0.127827617638467
"2007",0.103044778767483,0.0921025835565179,0.082656918129949,0.14237315996642
"2008",0.0981342544245215,0.101526836524767,0.0748462427483712,0.15516223922292
"2009",0.0961437732551945,0.106530740246879,0.0702131032987737,0.143685625144222
"2010",0.110790836389761,0.104085226317849,0.0768282142453242,0.136716982898978
"2011",0.12379480769351,0.100474344218246,0.0664895048337481,0.134208331117338
"2012",0.136580964973952,0.0979267571002468,0.0689364982447343,0.148723453497209
"2013",0.170364157782612,0.105655624763066,0.0656197463108517,0.149738704783823
"2014",0.206202779914694,0.116457208861211,0.08523967731542,0.150412049019713
"2015",0.280785208650009,0.129609552000862,0.0799439000224871,0.152521605323285
"2016",0.500839348871837,0.144052637317058,0.105707649562836,0.213595827347978
