Year,1,2,3,4,5,6,7,8,9,10+
1959,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1960,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1961,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1962,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1963,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1964,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1965,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1966,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1967,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1968,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1969,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1970,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1971,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1972,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1973,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1974,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1975,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1976,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1977,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1978,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1979,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1980,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1981,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1982,0,0.18,0.64,0.87,0.95,0.99,0.99,0.99,1,1
1983,0,0.03,0.71,0.93,0.94,1,1,1,1,1
1984,0,0.07,0.96,0.98,0.97,1,1,1,1,1
1985,0,0,0.5,0.96,0.96,1,1,1,1,1
1986,0,0,0.38,0.93,1,1,0.96,0.94,1,1
1987,0,0,0.67,0.91,1,1,1,1,1,1
1988,0,0.06,0.72,0.9,0.97,1,1,1,1,1
1989,0,0.05,0.54,0.98,1,1,1,1,1,1
1990,0,0,0.68,0.9,0.99,0.96,0.98,1,1,1
1991,0,0,0.72,0.86,1,1,1,1,1,1
1992,0,0.06,0.5,0.82,0.98,1,1,1,1,1
1993,0,0.03,0.73,0.78,0.91,0.99,1,1,1,1
1994,0,0.05,0.33,0.88,0.96,1,0.96,1,1,1
1995,0,0.09,0.35,0.33,0.66,0.97,1,1,1,1
1996,0,0.04,0.43,0.74,0.85,0.94,1,1,1,1
1997,0,0,0.64,0.91,0.97,1,1,1,1,1
1998,0,0,0.62,0.9,0.99,0.99,1,1,1,1
1999,0,0.02,0.43,0.88,0.98,1,1,1,1,1
2000,0,0.02,0.39,0.69,0.92,0.99,1,1,1,1
2001,0,0.07,0.47,0.86,0.94,1,1,1,1,1
2002,0,0.04,0.37,0.76,0.97,0.93,0.97,1,1,1
2003,0,0,0.29,0.79,0.88,0.98,1,1,1,1
2004,0,0,0.51,0.78,0.92,0.89,0.87,1,1,1
2005,0,0.05,0.66,0.9,0.93,0.98,0.92,1,1,1
2006,0,0.04,0.59,0.8,0.99,0.99,1,1,1,1
2007,0,0,0.47,0.78,0.91,0.99,0.97,1,1,1
2008,0,0.1,0.78,0.91,0.9,0.95,1,1,1,1
2009,0,0.09,0.61,0.81,0.96,0.94,0.96,1,1,1
2010,0,0.08,0.61,0.77,0.94,0.97,1,1,1,1
2011,0,0.06,0.51,0.69,0.84,0.93,0.98,1,1,1
2012,0,0,0.63,0.85,0.94,0.97,1,1,1,0.83
2013,0,0.24,0.82,0.95,0.98,1,1,1,1,1
2014,0,0.24,0.73,0.98,1,1,1,1,1,1
2015,0,0.28,0.48,0.7,0.95,0.97,1,1,1,1
2016,0,0.21,0.89,0.91,0.97,1,1,1,1,1
2017,0,0.1,0.73,0.98,0.98,0.97,1,1,1,1
