Mean Weight in Catch (kilograms)
1 3
1980 2016 
1 11 
1
0.03 0.076 0.1542 0.2674 0.4089 0.6534 0.8286 1.039 1.183 1.374 1.8953
0.0315 0.1078 0.1685 0.3163 0.4417 0.7781 0.885 0.978 1.13 1.254 1.5509
0.018 0.1151 0.2297 0.2895 0.418 0.564 0.9601 1.138 1.196 1.552 1.9014
0.0134 0.0333 0.1849 0.3778 0.5303 0.6695 0.8231 1.0422 1.2381 1.446 1.6797
0.0041 0.0454 0.1609 0.3032 0.5241 0.6304 0.888 1.187 1.133 1.369 1.9579
0.0175 0.0583 0.0836 0.2092 0.3312 0.5337 0.8473 1.1674 1.377 1.6652 2.1279
0.0159 0.0421 0.1384 0.229 0.384 0.5869 0.8421 1.1737 1.4914 1.7468 2.1944
0.0128 0.0458 0.1307 0.2344 0.4093 0.6095 0.8924 1.1729 1.4834 1.732 2.2838
0.0159 0.0459 0.159 0.2842 0.4486 0.6414 0.88 1.2314 1.3965 1.7167 2.2384
0.009 0.0358 0.1033 0.2402 0.3578 0.4469 0.6886 0.7872 1.3252 1.4622 1.9243
0.0065 0.038 0.123 0.2529 0.3904 0.5388 0.6993 0.8598 1.088 1.3048 1.6959
0.004 0.0275 0.1116 0.3025 0.4437 0.6768 0.9577 1.157 1.2738 1.5413 1.8127
0.006 0.0321 0.1155 0.3094 0.4908 0.7227 0.915 1.2402 1.3187 1.6401 2.0065
0.003 0.0317 0.219 0.3472 0.4759 0.6258 0.9431 1.2341 1.3939 1.5769 2.3134
0.004 0.0261 0.1883 0.3588 0.456 0.6068 0.794 1.0831 1.2891 1.424 2.4242
0.0061 0.0277 0.1256 0.2979 0.4805 0.6563 0.9012 1.1489 1.0996 2.105 1.9211
0.003 0.0366 0.0922 0.301 0.4888 0.6296 0.872 1.2036 1.3914 1.5856 2.2238
0.006 0.0207 0.1519 0.3393 0.4082 0.5908 0.8038 1.1265 1.3362 1.5696 2.425
0.0135 0.0303 0.1014 0.2466 0.3531 0.5108 0.7907 1.0308 1.3495 1.4627 3.2926
0.008 0.0186 0.087 0.2505 0.3955 0.507 0.6845 0.872 1.1086 1.4583 1.9078
0.013 0.0197 0.1844 0.3112 0.4564 0.5683 0.7595 1.0066 1.0943 1.411 1.8639
0.0077 0.0192 0.0834 0.3079 0.4245 0.5158 0.692 0.8326 1.0422 1.4538 1.5005
0.0024 0.035 0.1363 0.2947 0.4146 0.5055 0.6684 0.8831 1.0421 1.2234 1.4461
0.0272 0.0244 0.0959 0.2736 0.3747 0.5228 0.6818 0.8194 0.9489 1.1061 1.2414
0.0045 0.0193 0.075 0.2437 0.3748 0.4854 0.6472 0.7819 0.9727 1.0091 1.2069
0.009 0.0174 0.0699 0.289 0.396 0.5039 0.6415 0.848 0.9457 1.073 1.28
0.01 0.0334 0.1106 0.286 0.4094 0.5141 0.6125 0.8186 0.9216 0.9763 1.2957
0.008 0.0331 0.1763 0.3259 0.4331 0.528 0.6607 0.8256 0.9987 1.1045 1.4486
0.003 0.0318 0.1866 0.295 0.4101 0.4906 0.5854 0.6102 0.7703 0.724 1.0394
0.01 0.0411 0.1054 0.2691 0.3894 0.4539 0.5154 0.5502 0.6921 0.8579 1.0476
0.0097 0.0321 0.0991 0.3561 0.3668 0.4572 0.5459 0.6439 0.6412 0.605 0.966
0.0094 0.0208 0.0387 0.2924 0.4179 0.5038 0.5263 0.5661 0.604 0.6456 0.8557
0.005 0.0204 0.0833 0.2384 0.3646 0.4673 0.5413 0.5526 0.6076 0.6555 0.8171
0.0062 0.0493 0.1442 0.3148 0.4455 0.4756 0.5575 0.5683 0.6013 0.6045 0.9593
0.008 0.0445 0.2284 0.3564 0.441 0.5417 0.5632 0.653 0.6831 0.7672 0.8247
0.011 0.0854 0.2619 0.4181 0.4953 0.5592 0.621 0.6504 0.777 0.7196 0.8241
0.021 0.0774 0.2197 0.3989 0.5049 0.5996 0.6798 0.716 0.7376 0.8537 0.8547
