"","Rec","SSB","Catch","F"
"1973",0.185282211654058,0.159474338112976,0.187978744029636,0.176325850360232
"1974",0.1791837324896,0.180870881628013,0.160446303980657,0.105232192059492
"1975",0.183674580769683,0.187568616132922,0.161669060556872,0.117915191436338
"1976",0.186943947983491,0.151500331972152,0.145487623115463,0.10971328420043
"1977",0.187979068671445,0.12258868174335,0.158782925616664,0.129721519616233
"1978",0.192851533691507,0.122398448545565,0.150712000482728,0.117581460202977
"1979",0.184826441818918,0.120880534624742,0.161342630438098,0.104541148161516
"1980",0.183202395550697,0.110681594334482,0.135878721954121,0.102315349845304
"1981",0.182914383196662,0.111462551573428,0.140080042623667,0.107055368068722
"1982",0.198809161566122,0.119184006356509,0.154142258813394,0.110058885761053
"1983",0.192890754089445,0.122869674037033,0.154293380636756,0.0909322314606989
"1984",0.196687043326983,0.114359771029699,0.132616793081574,0.0794369952022108
"1985",0.174296776549197,0.108149312523836,0.122833610889836,0.0759723317033214
"1986",0.177903865474853,0.11135310809643,0.143792525415935,0.101466910760497
"1987",0.182287596510545,0.106537381368799,0.125175301851135,0.121135071164293
"1988",0.191165286470397,0.115776225338359,0.177947226770232,0.113287007574923
"1989",0.211381295476822,0.154925128526024,0.179555747155215,0.0963825819760015
"1990",0.19415378351487,0.140989997551396,0.171566189080611,0.0861416599978223
"1991",0.184264863682637,0.102650371927791,0.132492671147768,0.0950437843005233
"1992",0.186020013173343,0.10658640927623,0.115469678043757,0.0998867838474662
"1993",0.181285394904546,0.121268790496979,0.112451283779981,0.110975641579508
"1994",0.166822313325135,0.112099913842439,0.122291517738342,0.12676592261263
"1995",0.168957201224424,0.102372236941215,0.139258205313418,0.143853952600998
"1996",0.18602483630725,0.102427721343846,0.144427562044126,0.141947677769619
"1997",0.184614278100266,0.103176831063863,0.124286596969237,0.11958447447117
"1998",0.184890956350345,0.10674935246651,0.133683864014422,0.116203008458227
"1999",0.183904364825028,0.114762230359331,0.137999157164281,0.109474137756743
"2000",0.188724272676595,0.106268152035541,0.135406962522041,0.110153526475135
"2001",0.178461480747896,0.10693079865071,0.139075147020043,0.125294327148194
"2002",0.171002155212807,0.110170143602596,0.131268338349956,0.132410272984816
"2003",0.176569782290134,0.121368731177743,0.122807712118035,0.130989782127263
"2004",0.173628672653685,0.124079634187406,0.122419521827266,0.138763359805816
"2005",0.170626957417341,0.12186565863251,0.128865517833208,0.157496409084815
"2006",0.189518649877318,0.127346485606663,0.152634529495179,0.184386799032375
"2007",0.183221438244764,0.142410196230866,0.157738095735827,0.212762605337307
"2008",0.201514131527657,0.165052643932334,0.130742518024875,0.22447684641642
"2009",0.190966435039985,0.169716249693487,0.13301128620351,0.232825766974227
"2010",0.170986565308601,0.16624311619486,0.13252961922069,0.229765523435228
"2011",0.176344015503569,0.158952009749948,0.134788251352434,0.228885089452753
"2012",0.186906913208977,0.1504389984324,0.1359883100987,0.218262632856477
"2013",0.220266130896272,0.163235885520616,0.130570819193944,0.196913289999372
"2014",0.316802170545384,0.202027285017207,0.140306851064669,0.213931854597865
"2015",0.535791862838796,0.259542284975803,0.135054671948113,0.248244654789417
"2016",0.960652432677903,0.302346828764873,0.222038394747158,0.376109884580819
