Year,2,3,4,5,6,7,8,9,10+
1984,0.248,0.619,1.149,1.734,2.325,3.486,4.845,5.608,8.84
1985,0.214,0.712,1.415,2.036,2.737,4.012,6.116,6.46,10.755
1986,0.227,0.525,1.08,1.706,2.256,3.353,4.838,5.838,7.053
1987,0.331,0.673,1.12,1.693,2.359,3.743,5.326,6.129,11.623
1988,0.246,0.634,1.17,1.727,2.328,3.256,4.7,5.45,8.202
1989,0.3,0.661,1.836,2.17,2.448,4.391,4.899,6.661,11.608
1990,0.345,1.174,1.515,1.678,2.708,3.898,6.515,7.299,13.924
1991,0.164,0.922,1.608,2.108,2.507,3.469,4.976,5.734,11.059
1992,0.168,0.556,1.359,2.267,2.957,3.903,5.317,4.558,7.032
1993,0.241,0.645,1.71,2.591,3.588,4.366,5.899,6.494,7.509
1994,0.254,0.805,1.476,2.097,3.287,4.095,5.592,7.217,8.331
1995,0.302,0.71,1.335,1.842,2.467,4.191,5.778,6.376,9.903
1996,0.274,0.921,1.464,1.979,2.516,3.461,4.866,5.391,8.854
1997,0.277,0.97,1.554,1.97,2.897,3.716,4.829,6.349,9.267
1998,0.376,0.978,1.518,2.281,3.125,3.9,5.52,6.333,9.337
1999,0.467,1.155,1.633,2.171,3.249,4.095,5.013,6.018,6.255
2000,0.515,1.305,2.272,2.555,3.283,4.504,5.4,6.379,6.42
2001,0.164,0.952,1.637,2.881,3.424,4.038,5.397,7.208,6.881
2002,0.491,1.179,1.8,2.485,3.86,4.76,5.195,5.507,9.183
2003,0.944,1.552,2.146,3.082,3.594,4.953,5.736,6.477,9.686
2004,0.824,1.374,1.877,2.679,3.365,4.013,4.847,5.554,6.343
2005,0.82,1.317,2.094,2.795,3.493,4.087,4.836,6.264,5.115
2006,1.274,1.599,1.894,2.687,3.562,4.029,5.182,5.905,6.213
2007,1.241,1.744,2.143,2.718,4.098,4.884,5.939,6.89,8.098
2008,0.977,1.882,2.444,3.747,4.165,4.989,5.992,6.143,8.229
2009,1.219,1.47,2.348,3.331,4.251,4.824,5.807,6.776,8.571
2010,0.813,1.576,2.344,3.114,4,5.025,4.911,5.873,6.809
2011,0.575,1.5,2.238,3.165,4.05,4.878,5.533,5.898,6.277
2012,0.727,1.518,2.267,3.415,4.287,5.029,5.781,7.968,8.404
2013,1.018,1.596,2.228,3.02,4.071,4.931,5.645,6.143,8.499
2014,0.86,1.496,2.632,3.229,4.162,5.029,5.424,6.193,6.569
2015,0.435,1.326,2.246,3.193,3.985,4.987,5.953,6.418,7.677
2016,0.437,1.424,2.201,3.268,4.208,5.027,6.058,6.841,7.583
2017,0.472,1.286,2.138,3.138,4.176,5.131,5.858,7.015,8.083
