Year,2,3,4,5,6,7,8,9,10+
1984,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1985,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1986,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1987,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1988,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1989,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1990,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1991,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1992,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1993,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1994,0.321,0.758,1.479,2.137,2.814,4.722,6.685,6.980,9.723
1995,0.298,0.700,1.338,1.973,2.649,4.164,7.051,6.413,14.326
1996,0.270,0.717,1.435,2.044,2.694,4.817,6.280,11.365,15.670
1997,0.232,0.677,1.363,1.903,2.816,3.833,5.849,9.600,13.037
1998,0.323,0.834,1.366,2.075,3.013,4.255,5.305,8.350,18.016
1999,0.318,0.804,1.559,2.042,2.798,4.678,7.151,8.959,18.340
2000,0.346,0.777,1.458,2.296,2.735,4.048,7.011,9.224,12.277
2001,0.347,0.878,1.543,2.213,2.862,3.321,4.849,7.339,11.542
2002,0.430,0.880,1.698,2.452,3.538,4.397,4.191,7.046,15.619
2003,0.308,0.686,1.299,2.149,3.135,4.048,5.008,5.789,10.069
2004,0.339,0.834,1.614,2.269,3.290,4.124,4.718,4.976,6.358
2005,0.407,0.846,1.748,2.200,2.693,3.817,3.797,5.344,14.829
2006,0.490,1.125,1.812,2.559,3.579,3.964,4.822,7.332,14.650
2007,0.518,1.185,2.011,2.500,3.160,4.241,6.806,11.051,14.931
2008,0.508,1.208,2.095,2.987,3.671,3.976,4.387,5.415,11.558
2009,0.434,1.116,2.003,2.894,3.632,4.875,5.400,6.125,4.719
2010,0.419,1.026,1.996,2.839,3.665,4.868,4.895,5.685,6.504
2011,0.343,1.062,2.119,2.882,3.761,5.505,6.336,6.309,6.570
2012,0.336,1.038,2.006,2.998,3.727,4.783,5.071,5.851,7.446
2013,0.365,0.851,1.815,2.856,3.561,4.122,6.435,5.974,7.670
2014,0.423,1.071,1.845,2.886,3.905,4.495,5.249,5.871,8.762
2015,0.370,1.045,1.940,2.910,3.518,4.927,4.753,5.864,7.277
2016,0.344,1.121,2.033,3.081,3.734,4.286,5.895,7.556,6.984
2017,0.421,1.026,1.868,2.687,3.746,4.419,6.05,6.887,7.637
