Mean Weight in Catch (kilograms)
1 3
1931 2016 
1 9 
1
0.75 0.78 1.18 1.37 1.65 2.01 2.31 2.54 3.03
0.64 0.85 1.09 1.82 1.89 2.19 2.74 2.93 3.2
0.54 0.73 1.35 1.42 1.73 2.39 2.46 2.59 2.6
0.42 0.73 1.13 1.49 1.75 2.11 2.54 2.85 2.98
0.46 0.87 1.22 1.6 1.79 1.98 2.56 2.79 3.42
0.51 0.81 1.19 1.56 1.72 2.09 2.35 2.63 3.32
0.48 0.87 1.24 1.52 1.94 2.19 2.82 3.08 3.56
0.56 0.87 1.37 1.76 2.16 2.3 2.67 2.75 3.71
0.57 0.82 1.18 1.64 1.98 2.48 2.66 2.96 3.42
0.56 0.89 1.27 1.59 1.87 2.34 2.9 3.1 3.87
0.52 0.79 1.2 1.57 1.87 2.31 2.67 2.93 3.52
0.52 0.79 1.15 1.46 1.71 2.03 2.64 3.15 3.38
0.52 0.73 0.99 1.43 1.69 1.89 2.34 2.84 3.37
0.62 0.8 1.09 1.4 1.87 2.31 2.61 3.07 3.68
0.58 0.84 1.24 1.57 1.93 2.37 2.69 3.23 3.35
0.52 0.78 1.2 1.63 1.83 2.22 2.7 3.28 4.18
0.58 0.73 1.15 1.61 2.02 2.36 2.79 3.06 3.32
0.52 0.67 1.04 1.54 1.94 2.35 2.69 3.16 3.5
0.54 0.73 0.99 1.44 1.94 2.4 2.72 3.2 3.69
0.43 0.68 1.07 1.33 1.8 2.24 2.6 3.26 3.42
0.53 0.7 0.95 1.4 1.79 2.34 2.81 3.11 3.3
0.488 0.69 0.94 1.29 1.71 2.22 2.54 3.13 3.49
0.55 0.64 0.94 1.19 1.62 2.02 2.37 2.71 3.31
0.44 0.77 0.9 1.27 1.49 1.82 2.24 2.43 3.08
0.58 0.83 1.08 1.29 1.67 1.95 2.32 2.53 2.96
0.42 0.84 1.04 1.38 1.7 2.13 2.43 2.88 3.62
0.54 0.8 1.11 1.41 1.77 2.08 2.41 2.77 3.11
0.67 0.82 1.12 1.35 1.77 2.25 2.63 2.93 3.39
0.56 0.85 1.15 1.45 1.8 2.18 2.57 3.05 3.52
0.6 0.81 1.22 1.55 1.92 2.47 2.94 3.26 3.78
0.52 0.84 1.11 1.54 1.87 2.26 2.54 2.88 3.24
0.54 0.85 1.07 1.41 1.77 2.14 2.47 2.62 3.29
0.57 0.87 1.18 1.47 1.68 2.15 2.35 3.04 3.1
0.5 0.83 1.12 1.43 1.64 2.01 2.4 2.64 2.97
0.58 0.69 1.03 1.35 1.67 1.99 2.26 2.66 3.11
0.58 0.73 0.89 1.26 1.7 2.07 2.28 2.87 3.18
0.66 0.7 0.95 1.18 1.42 2.05 2.31 2.66 3.1
0.59 0.81 1.05 1.32 1.57 2.1 2.32 2.62 2.86
0.52 0.78 1.1 1.69 1.75 1.99 2.52 2.99 3.63
0.71 1.27 1.22 1.93 2.19 2.39 2.58 3.23 3.75
0.67 1.03 1.31 1.74 2.39 2.81 2.92 3.1 3.72
0.62 1.03 1.74 2.04 2.42 2.92 3.06 3.44 3.66
0.6 1.03 1.58 2.13 2.41 3.29 3.42 3.86 3.94
0.72 1.06 1.82 2.32 2.83 3.76 4.05 3.92 4.26
0.62 0.98 1.63 2.21 2.2 2.94 4 4.05 4.33
0.5 0.99 1.39 1.99 2.66 3.08 3.69 4.67 4.94
0.53 1.07 1.44 2.17 2.73 3.21 4.15 4 4.99
0.53 0.94 1.5 2.04 2.79 3.19 3.37 3.61 5.11
0.53 1 1.28 2.02 2.51 3.14 3.78 3.79 4.87
0.55 0.94 1.21 1.73 2.17 2.82 3.6 3.56 3.87
0.39 0.87 1.24 1.83 2.3 2.72 3.71 4.04 4.44
0.22 0.97 1.45 1.88 2.37 2.76 3.24 3.96 4.09
0.33 1.02 1.37 1.83 2.21 2.65 3.25 3.36 4.27
0.33 0.92 1.32 1.83 2.2 2.67 2.96 3.41 3.72
0.33 0.99 1.39 1.98 2.46 2.72 3.06 3.72 3.8
0.45 0.94 1.36 1.83 2.56 2.83 2.96 3.46 3.78
0.43 0.83 1.43 2 2.25 2.63 3.02 3.77 4.29
0.42 0.98 1.34 1.68 2.06 2.45 2.97 3.49 3.96
