US Atlantic Herring Survey Data
102
Spring NMFS BTS
1987 2014
1 1 0 0.5
2 8
1	1.43	2.14	3.83	0.23	0.14	0.00	0.00
1	3.24	3.97	3.49	3.29	0.32	0.01	0.00
1	1.66	1.66	2.89	1.99	1.38	0.13	0.00
1	2.97	2.38	2.66	1.16	0.16	0.00	0.00
1	4.59	6.81	10.90	0.96	0.31	0.05	0.00
1	11.00	15.98	6.50	2.07	0.58	0.18	0.00
1	7.24	32.65	25.63	5.72	0.94	0.07	0.00
1	4.34	3.40	12.11	11.00	3.30	0.52	0.03
1	6.07	3.77	3.23	11.66	2.84	0.53	0.00
1	40.90	8.50	5.06	2.79	4.48	2.53	0.65
1	20.04	34.30	5.92	2.69	2.62	1.14	0.20
1	4.76	11.73	27.45	5.01	1.60	0.88	0.26
1	2.17	19.04	10.95	43.98	6.61	3.04	1.13
1	15.12	4.04	4.47	4.54	4.14	0.73	0.23
1	5.38	19.43	1.83	1.90	2.85	3.16	0.53
1	5.86	2.49	13.45	2.07	1.77	1.05	0.59
1	2.92	2.01	1.56	6.30	1.95	2.11	1.00
1	31.16	11.24	1.15	0.67	1.73	0.96	0.96
1	0.99	13.52	2.48	0.72	0.28	0.70	0.99
1	1.11	5.15	8.31	8.12	1.52	0.83	2.11
1	2.71	3.31	3.66	3.87	2.29	0.52	0.76
1	0.06	4.10	5.30	1.59	2.34	1.97	1.30
1	1.97	5.10	13.86	4.32	1.79	1.64	1.04
1	66.46	15.68	2.22	3.10	0.53	0.35	0.35
1	8.08	84.54	15.49	1.68	1.91	0.22	0.22
1	1.08	1.79	20.26	3.41	0.42	0.30	0.09
1	32.62	7.68	5.87	9.37	0.62	0.23	0.06
1	4.28	19.39	2.63	3.24	5.86	0.47	0.14
Fall NMFS BTS
1987 2013
1 1 0.5 1
2 8
1	2.27	4.29	3.37	0.44	0.25	0.03	0.02
1	1.09	3.87	4.92	1.91	0.20	0.06	0.00
1	1.56	4.84	4.48	2.25	2.36	0.27	0.10
1	2.92	10.03	2.14	0.47	0.09	0.05	0.00
1	3.03	12.99	6.11	0.96	0.19	0.02	0.00
1	2.54	28.51	18.61	11.24	2.03	0.51	0.00
1	0.40	2.02	7.63	6.84	1.66	0.32	0.00
1	0.81	1.15	4.61	4.07	3.32	1.00	0.34
1	0.39	4.86	5.49	14.75	13.10	4.47	0.55
1	12.11	7.51	7.55	3.16	7.05	3.59	1.05
1	2.03	19.43	5.22	4.64	4.80	4.02	1.04
1	1.79	3.20	9.39	3.18	2.37	2.27	1.00
1	0.29	3.09	3.50	5.50	1.45	0.82	0.44
1	1.25	1.16	4.25	6.22	6.96	2.51	0.88
1	0.63	12.22	1.93	3.27	5.12	3.89	1.31
1	2.69	6.86	41.68	10.94	11.11	8.42	4.25
1	1.35	1.54	1.58	5.13	2.20	1.16	1.00
1	10.88	13.72	3.48	2.47	4.76	5.21	5.17
1	1.53	8.98	6.65	3.54	2.94	2.42	2.62
1	0.85	12.43	9.81	4.74	1.96	1.08	0.73
1	5.74	3.84	5.18	6.13	3.61	0.95	0.31
1	0.21	10.72	5.57	2.64	3.31	2.44	0.77
1	25.64	18.96	8.18	0.75	1.50	1.21	0.35
1	10.73	9.06	1.91	3.36	0.65	0.65	0.11
1	0.90	37.82	7.25	2.15	0.90	0.55	0.30
1	1.10	14.10	21.19	1.73	0.67	0.16	0.04
1	8.11	6.04	10.05	14.98	1.70	0.41	0.08





