Year,3,4,5,6,7,8,9,10,11,12
1959,0.301,0.664,1.001,1.622,2.572,3.129,3.670,4.419,4.843,5.691
1960,0.301,0.587,1.012,1.561,2.345,3.092,3.673,4.316,4.957,5.691
1961,0.301,0.587,1.012,1.561,2.345,3.092,3.673,4.316,4.957,5.691
1962,0.301,0.587,1.012,1.561,2.345,3.092,3.673,4.316,4.957,5.691
1963,0.301,0.587,1.012,1.561,2.345,3.092,3.673,4.316,4.957,5.691
1964,0.301,0.587,1.012,1.561,2.345,3.092,3.673,4.316,4.957,5.691
1965,0.287,0.587,1.012,1.561,2.345,3.092,3.673,4.316,4.957,5.691
1966,0.351,0.615,1.052,1.636,2.482,3.446,4.636,5.532,6.292,7.332
1967,0.351,0.657,1.102,1.700,2.600,3.647,5.166,6.982,8.066,9.308
1968,0.351,0.657,1.102,1.700,2.600,3.647,5.166,6.982,8.066,9.308
1969,0.351,0.657,1.102,1.700,2.600,3.647,5.166,6.982,8.066,9.308
1970,0.351,0.657,1.102,1.700,2.600,3.647,5.166,6.982,8.066,9.308
1971,0.338,0.657,1.102,1.700,2.600,3.647,5.166,6.982,8.066,9.308
1972,0.397,0.682,1.138,1.676,2.487,3.354,5.005,7.100,7.999,9.262
1973,0.504,0.735,1.178,1.776,2.748,3.658,4.717,7.542,9.423,10.789
1974,0.289,0.645,1.095,1.674,2.503,4.117,5.822,5.842,8.961,9.159
1975,0.246,0.611,0.967,1.599,2.481,3.449,5.082,7.024,5.364,7.717
1976,0.354,0.588,1.120,1.727,2.631,3.557,5.268,6.952,7.849,8.113
1977,0.420,0.707,1.161,1.870,2.860,3.925,5.375,7.666,10.112,10.239
1978,0.617,0.774,1.245,1.825,3.046,4.023,5.417,7.200,9.139,12.271
1979,0.514,0.840,1.208,1.800,2.541,3.720,4.679,6.653,7.596,9.790
1980,0.531,0.822,1.287,1.864,2.777,3.969,5.434,6.618,8.706,10.031
1981,0.789,0.950,1.383,2.132,2.979,4.435,6.256,8.522,9.114,10.373
1982,0.843,1.026,1.380,2.012,3.210,4.321,6.318,7.921,9.453,10.519
1983,0.731,1.049,1.479,1.986,2.891,4.463,5.743,7.779,8.894,10.398
1984,0.757,0.989,1.329,2.065,2.828,3.923,5.473,6.728,8.490,10.647
1985,0.331,0.824,1.255,1.759,2.722,3.760,5.178,6.923,8.128,9.964
1986,0.269,0.696,1.143,1.720,2.675,4.193,6.080,8.063,9.094,9.508
1987,0.343,0.566,1.146,1.668,2.498,4.076,6.267,8.435,9.835,11.187
1988,0.646,0.700,1.064,1.525,2.020,3.301,4.937,7.067,9.158,10.442
1989,0.362,0.847,1.265,1.758,2.419,3.206,5.166,6.523,8.072,10.714
1990,0.442,0.718,1.190,2.004,2.473,3.679,4.811,7.698,8.786,10.322
1991,0.506,0.684,1.267,1.832,3.101,3.896,5.583,6.737,10.014,11.396
1992,0.215,0.598,0.949,1.692,2.547,4.310,5.560,7.480,8.838,11.295
1993,0.318,0.507,0.937,1.397,2.253,3.404,5.336,6.569,8.081,8.655
1994,0.162,0.407,0.842,1.483,1.840,3.375,4.506,6.653,5.167,8.130
1995,0.309,0.450,0.746,1.359,1.932,1.956,5.164,5.543,6.951,5.255
1996,0.309,0.573,0.986,1.552,2.332,2.781,3.125,6.284,6.314,7.173
1997,0.309,0.573,1.005,1.606,2.310,3.007,3.982,5.301,6.193,7.173
1998,0.282,0.573,1.005,1.606,2.310,3.007,3.982,5.301,6.193,7.173
1999,0.386,0.628,1.114,1.638,2.106,2.754,3.672,5.328,6.346,6.877
2000,0.442,0.639,1.163,1.951,2.669,2.543,2.732,3.887,5.632,6.394
2001,0.444,0.805,1.067,1.730,3.115,4.237,3.931,3.813,5.330,6.717
2002,0.569,0.767,1.285,1.762,2.643,4.569,5.590,6.151,6.834,8.364
2003,0.571,0.795,1.188,1.753,2.600,3.722,6.264,6.807,7.782,8.841
2004,0.483,0.785,1.138,1.745,2.474,3.442,4.876,8.072,8.664,8.647
2005,0.324,0.985,1.505,2.173,2.931,3.868,4.819,7.340,9.371,10.525
2006,0.554,0.736,1.385,2.243,2.987,3.587,4.796,6.460,8.287,12.359
2007,0.473,0.824,1.240,1.855,2.435,3.502,4.097,5.607,6.864,7.874
2008,0.254,0.799,1.263,1.645,2.712,2.762,5.245,5.516,6.552,8.178
2009,0.380,0.474,1.166,1.851,2.285,3.329,3.458,6.921,6.658,7.486
2010,0.243,0.552,0.760,1.595,2.427,2.900,4.790,4.485,9.086,8.748
2011,0.400,0.454,0.866,1.196,2.599,3.608,4.166,5.337,4.968,9.868
2012,0.481,0.605,0.836,1.360,1.749,3.818,5.186,5.990,6.416,7.302
2013,0.317,0.620,0.912,1.307,1.886,2.092,4.393,5.841,6.517,10.249
2014,0.336,0.595,0.926,1.247,1.765,2.110,2.633,5.546,6.488,8.274
2015,0.491,0.617,1.005,1.512,1.780,2.227,2.464,3.180,5.208,9.990
2016,0.493,0.637,0.906,1.289,2.170,2.437,2.504,3.528,3.972,7.867
2017,0.264,0.519,0.745,1.074,1.301,3.161,3.702,3.380,4.623,5.074
2018,0.416,0.591,0.886,1.292,1.750,2.608,2.890,3.363,4.601,7.644
