Year,2,3,4,5,6,7,8,9,10,11,12
1959,0,1711,13036,5068,6025,3935,1392,757,926,1220,103
1960,0,1846,6503,22050,3095,2377,2504,583,387,898,242
1961,0,812,4400,11696,15258,2014,1672,847,196,25,245
1962,0,1026,3882,2206,1581,3594,773,668,433,226,216
1963,0,313,5757,11210,4849,1935,3840,1165,608,322,208
1964,0,6202,15555,19496,7919,2273,1109,788,328,37,112
1965,0,1013,7611,7619,13258,9861,4827,1081,1248,163,141
1966,0,753,18413,19681,11795,8486,4467,1829,1694,122,57
1967,0,20086,62442,50317,18517,4774,4651,236,180,71,45
1968,0,16359,56775,48608,18485,6337,1592,505,178,90,45
1969,0,8154,12924,26949,11191,2089,1393,518,292,134,202
1970,0,2105,19703,10799,9481,3646,1635,541,149,227,90
1971,0,950,26900,30300,11700,3500,2500,500,200,100,50
1972,0,69,19797,12289,13432,5883,1686,285,216,78,74
1973,0,10058,27600,15098,5989,1971,972,707,243,137,116
1974,0,6425,9501,10907,10872,2247,2147,1015,676,428,257
1975,0,671,8781,3528,2505,3057,1059,921,461,252,152
1976,0,4054,7534,5945,1084,211,238,44,37,13,9
1977,0,607,2469,2531,1500,572,177,209,65,41,25
1978,0,920,4337,2518,818,354,102,58,51,8,5
1979,0,72,3827,9208,2784,883,265,58,17,12,7
1980,0,266,1055,3812,2275,761,222,92,31,8,13
1981,0,505,1091,1262,2297,1902,574,192,94,41,13
1982,0,305,1978,1591,1012,1528,1492,595,211,162,27
1983,0,1179,647,1893,1204,686,1152,774,238,81,41
1984,0,58,1000,1411,2324,1220,720,918,551,106,42
1985,0,57,2953,6203,3036,2519,797,459,533,261,97
1986,0,153,2865,6423,4370,1512,948,558,373,349,135
1987,195,516,422,3491,3445,1213,653,845,494,398,404
1988,256,277,318,1527,6347,3955,1009,567,425,249,142
1989,127,1917,2182,1502,1260,1887,1284,485,233,168,100
1990,410,1064,4505,4341,895,422,721,581,439,150,83
1991,6028,1103,673,995,544,282,368,568,502,383,202
1992,83,4508,1769,837,612,235,64,99,128,153,100
1993,33,1314,3209,637,479,321,74,25,39,49,53
1994,0,232,2326,1117,125,93,26,8,1,0,0
1995,0,0,72,20,40,2,0,1,0,0,0
1996,2,4,5,3,17,25,3,2,3,1,0
1997,1,12,18,11,5,31,45,5,4,5,3
1998,1,3,23,21,10,5,28,41,4,4,5
1999,46,94,41,101,40,14,6,23,55,3,2
2000,10,356,339,87,62,21,12,4,13,12,2
2001,10,187,302,160,11,43,23,7,2,9,12
2002,100,218,550,427,141,9,27,13,3,1,6
2003,43,337,810,1274,669,133,5,18,8,2,1
2004,11,37,45,50,92,73,21,1,7,3,1
2005,1,1,1,2,4,28,55,20,1,3,2
2006,45,214,168,82,21,5,10,2,2,0,0
2007,4,205,289,93,25,9,6,9,10,2,0
2008,1,4,58,165,41,20,2,3,20,13,7
2009,12,262,167,136,90,26,11,1,4,7,16
2010,249,214,459,195,75,39,13,0,2,0,1
2011,44,187,56,133,44,47,46,7,4,1,0
2012,26,217,197,38,96,35,16,14,5,1,0
2013,21,169,239,151,41,121,54,24,10,4,0
2014,60,194,144,156,59,55,29,13,4,2,0
2015,10,60,101,51,82,32,9,38,7,2,0
2016,12,81,103,77,30,45,30,5,29,15,0
2017,45,147,124,44,32,21,20,9,1,15,7
