Year,3,4,5,6,7,8,9,10,11,12
1959,0.42,0.82,1.25,1.95,2.82,3.39,3.98,4.68,5.25,6.17
1960,0.42,0.82,1.25,1.95,2.82,3.39,3.98,4.68,5.25,6.17
1961,0.42,0.82,1.25,1.95,2.82,3.39,3.98,4.68,5.25,6.17
1962,0.42,0.82,1.25,1.95,2.82,3.39,3.98,4.68,5.25,6.17
1963,0.42,0.82,1.25,1.95,2.82,3.39,3.98,4.68,5.25,6.17
1964,0.42,0.82,1.25,1.95,2.82,3.39,3.98,4.68,5.25,6.17
1965,0.42,0.82,1.25,1.95,2.82,3.39,3.98,4.68,5.25,6.17
1966,0.48,0.90,1.35,2.14,3.16,4.21,6.34,7.69,8.46,10.24
1967,0.48,0.90,1.35,2.14,3.16,4.21,6.34,7.69,8.46,10.24
1968,0.48,0.90,1.35,2.14,3.16,4.21,6.34,7.69,8.46,10.24
1969,0.48,0.90,1.35,2.14,3.16,4.21,6.34,7.69,8.46,10.24
1970,0.48,0.90,1.35,2.14,3.16,4.21,6.34,7.69,8.46,10.24
1971,0.48,0.90,1.35,2.14,3.16,4.21,6.34,7.69,8.46,10.24
1972,0.54,0.97,1.44,2.08,2.89,3.56,5.95,7.95,8.32,10.14
1973,0.57,1.00,1.43,2.19,3.63,4.63,6.25,9.56,11.17,13.99
1974,0.42,0.73,1.20,1.96,2.86,4.67,7.32,5.46,8.40,7.51
1975,0.38,0.89,1.28,2.13,3.14,4.16,5.53,6.74,5.27,7.09
1976,0.50,0.91,1.41,2.33,3.25,4.03,6.67,8.74,9.14,12.49
1977,0.57,1.00,1.48,2.48,3.51,4.74,7.17,8.81,11.70,11.47
1978,0.72,1.05,1.55,2.25,3.74,4.61,6.19,7.23,9.48,12.87
1979,0.65,0.98,1.39,2.09,2.87,3.70,4.75,7.15,7.98,10.11
1980,0.71,1.04,1.69,2.50,3.69,5.49,7.98,9.22,10.60,12.61
1981,0.90,1.27,1.84,2.69,3.55,5.33,7.13,9.10,9.01,10.15
1982,0.94,1.17,1.50,2.20,3.83,5.26,7.49,8.80,9.82,12.28
1983,0.85,1.17,1.87,2.63,3.80,5.20,6.27,8.08,8.99,11.01
1984,0.79,1.15,1.51,2.28,3.04,4.05,5.76,7.22,8.92,12.61
1985,0.48,0.86,1.37,2.05,3.25,4.65,6.62,8.32,9.15,11.13
1986,0.39,1.01,1.52,2.16,3.49,5.41,7.95,9.82,9.94,9.88
1987,0.49,0.82,1.30,1.83,2.89,4.76,7.26,8.95,9.85,12.59
1988,0.74,1.00,1.38,1.79,2.23,3.77,5.12,6.88,9.37,11.07
1989,0.51,0.97,1.60,2.24,3.27,4.61,7.08,8.31,9.47,12.25
1990,0.55,1.01,1.46,2.51,2.73,4.14,5.02,8.37,9.29,11.25
1991,0.55,0.85,1.59,2.30,3.83,5.56,7.53,9.04,11.98,13.98
1992,0.33,0.65,1.06,1.80,2.82,4.85,5.56,7.43,8.64,10.65
1993,0.36,0.78,1.35,1.84,2.82,4.11,5.87,7.76,8.79,8.67
1994,0.27,0.46,0.91,1.63,1.84,4.04,4.94,7.54,3.44,7.52
1995,0.42,0.75,1.21,2.03,2.29,2.08,6.60,6.22,6.41,8.03
1996,0.42,0.78,1.30,1.99,2.68,3.38,4.70,5.98,6.41,8.03
1997,0.42,0.78,1.30,1.99,2.68,3.38,4.70,5.98,6.41,8.03
1998,0.42,0.78,1.30,1.99,2.68,3.38,4.70,5.98,6.41,8.03
1999,0.50,0.94,1.59,2.07,2.23,2.83,3.99,6.05,6.73,7.38
2000,0.60,0.82,1.45,2.39,3.44,2.90,2.64,3.78,5.25,6.07
2001,0.58,1.09,1.38,2.07,4.06,5.22,5.32,5.51,7.51,8.60
2002,0.67,1.01,1.52,2.24,3.38,5.15,5.99,7.11,8.47,9.32
2003,0.67,0.94,1.40,2.02,3.01,4.10,7.63,7.74,8.52,9.23
2004,0.69,0.92,1.38,2.17,3.03,3.93,5.79,8.54,9.70,8.77
2005,0.49,1.41,2.46,3.43,3.95,4.94,5.90,9.30,10.28,11.42
2006,0.68,1.11,1.36,2.05,2.60,3.26,4.66,7.07,7.39,14.86
2007,0.61,1.00,1.39,2.52,2.90,4.71,5.16,6.75,6.67,8.39
2008,0.35,1.04,1.59,1.95,2.91,2.63,5.84,5.90,6.36,10.03
2009,0.46,0.65,1.31,2.16,2.68,3.80,4.55,8.20,7.51,8.81
2010,0.33,0.67,0.89,1.95,2.73,3.14,6.04,4.42,10.06,10.19
2011,0.49,0.62,1.13,1.60,3.47,4.77,5.53,4.72,5.58,9.68
2012,0.55,0.75,1.13,1.64,1.91,4.20,5.64,6.50,8.72,9.68
2013,0.43,0.70,1.12,1.52,2.17,2.29,4.60,6.05,6.54,12.04
2014,0.46,0.82,1.22,1.39,2.06,2.05,3.02,6.69,6.96,10.47
2015,0.56,0.84,1.24,1.87,2.27,2.41,2.96,3.35,4.05,14.34
2016,0.51,0.73,0.98,1.34,2.51,2.61,2.60,4.21,4.72,15.27
2017,0.49,0.66,1.13,1.52,3.20,4.15,7.88,3.76,5.34,5.47
