"","Rec","SSB","Catch","F"
"1981",0.0944578624154627,0.205461561556147,0.127134283340441,0.18928539987202
"1982",0.0907087087435499,0.199168840716151,0.0899894886315788,0.165713782973495
"1983",0.0910881139645738,0.184599236210704,0.0763198199292174,0.154176522433889
"1984",0.0993090846812959,0.176675833720899,0.0751558259571636,0.136126840802428
"1985",0.0935617478687537,0.139341059933289,0.0859289835625404,0.12655938367594
"1986",0.098813807144453,0.162076641609319,0.0989361881539811,0.106855652908807
"1987",0.094419970495727,0.14050175904635,0.092263207047599,0.107021870088201
"1988",0.0955708600199466,0.127135429485476,0.0757365157061908,0.116880339934665
"1989",0.0993130979139352,0.140207220924683,0.0735559473567884,0.131413701828984
"1990",0.103432768478005,0.136599362579988,0.0728576693039215,0.136690456294905
"1991",0.101063089732545,0.148208808962583,0.0792674239343929,0.153025474222872
"1992",0.110667590413287,0.172222985578171,0.0723773223358997,0.172373821128859
"1993",0.132513094961142,0.184816360173369,0.0689067915918162,0.198768485311962
"1994",0.135106799785038,0.192973399284353,0.069657707645353,0.211355021202882
"1995",0.126523316515766,0.20286953783958,0.0707417539984005,0.223947303313112
"1996",0.123434702102916,0.193927221014018,0.0678790339023351,0.234269328562666
"1997",0.122517125318735,0.208795340767465,0.0744801762171894,0.240658246964959
"1998",0.118058038231815,0.206461284361968,0.0793861758052925,0.238077742528857
"1999",0.116185471676653,0.202511735892886,0.0836245994445542,0.220124373215486
"2000",0.12175101110341,0.195307819034499,0.0764850624462111,0.209454784347161
"2001",0.138663368840812,0.203509036335232,0.0665757196892305,0.21389640320236
"2002",0.144548687143052,0.219719481612472,0.0630305524163253,0.232324851540063
"2003",0.130986164228926,0.241041156361982,0.065989260828553,0.239002542327741
"2004",0.137807101066457,0.255562130935624,0.0718105883410839,0.230159064014907
"2005",0.15979599374454,0.252790273836618,0.0655787711425468,0.217578030996156
"2006",0.189665776587089,0.238557831753781,0.0713146073142169,0.2148463688141
"2007",0.197439505517133,0.241624037874636,0.0669803843313769,0.224390172889701
"2008",0.194747341445689,0.236176980191218,0.0628093342099287,0.235119913018309
"2009",0.192701925687973,0.226255734569038,0.0641338148225076,0.236249743016626
"2010",0.176764069549657,0.216586520506501,0.0722822205595993,0.22878248696382
"2011",0.165841130208658,0.208429137977638,0.0690131661005612,0.214598693669881
"2012",0.182235658699063,0.199799728802476,0.0728221577382306,0.210454042311412
"2013",0.209976891094185,0.197486768627881,0.0693307594805847,0.212356620931526
"2014",0.260749936502676,0.198804329675972,0.0900944217004609,0.229864459147228
"2015",0.347019156349835,0.200532932870814,0.088189331721886,0.235257912822069
"2016",0.665699796010145,0.193321459322307,0.125279210001811,0.268854429699056
