"","Rec","SSB","Catch","F"
"1977",0.164810529459885,0.114197785632797,0.2081265027003,0.227049096890601
"1978",0.167945550327453,0.111081054827824,0.148367320649988,0.198355839158585
"1979",0.167429141008018,0.104193195385981,0.180398198702199,0.232568186111586
"1980",0.177888970219167,0.115389236389877,0.126290912204343,0.210948776248332
"1981",0.175766406063536,0.117289326404752,0.156842384743911,0.250573648540201
"1982",0.177965633527145,0.122691306928021,0.127020887727953,0.181910997192637
"1983",0.177144427873637,0.121890250272117,0.162178463025979,0.181299284207486
"1984",0.175324706150293,0.127152258606561,0.134360171910163,0.147141262266234
"1985",0.183825192247201,0.133157331433268,0.150108797264238,0.182994774425401
"1986",0.18973330705011,0.155017916575792,0.12831094574261,0.202494664590819
"1987",0.192018112695193,0.2043353915285,0.164612953415371,0.279870296507417
"1988",0.190149892399451,0.251078798371296,0.143467499356943,0.290213855767245
"1989",0.193418961412084,0.268881014727883,0.176469050863422,0.305453905776829
"1990",0.192833808966531,0.202483867032857,0.128203810663306,0.296264593862341
"1991",0.195113119238995,0.236130658121134,0.157141525414476,0.309861072622823
"1992",0.195099188498984,0.22424204835663,0.142295220771966,0.278859182834659
"1993",0.201965863750138,0.220511584017093,0.16090553157009,0.285187934391149
"1994",0.204623041959727,0.195270326699796,0.169565649321048,0.282505821178693
"1995",0.208205395260704,0.185265851934187,0.16842945055297,0.286766415521568
"1996",0.210992569300408,0.170928755362853,0.173265031374088,0.283505197692884
"1997",0.222690628107888,0.171806379801707,0.171542630402122,0.286417396533015
"1998",0.242353854651344,0.176313168587029,0.160139905313272,0.286979311418622
"1999",0.234464266431213,0.179062096779714,0.138054386721015,0.272806278611717
"2000",0.243107978711012,0.180134471008288,0.137275561915552,0.278468861585091
"2001",0.241274212108579,0.198004931155439,0.13392018395267,0.293539863956806
"2002",0.237044568819556,0.207724893545043,0.156075602175317,0.331618251479443
"2003",0.23702613719299,0.215829593666611,0.170176891066122,0.333555503587183
"2004",0.224797215151075,0.223833114993753,0.211537687218046,0.335769441798936
"2005",0.230939503152393,0.232587093950211,0.195996189150579,0.284891463708902
"2006",0.242300077278742,0.228644018952393,0.215768673259786,0.301320224635834
"2007",0.248402521546876,0.2352667533478,0.249489586411821,0.295996718967178
"2008",0.249231498508729,0.245482365119947,0.279991563512356,0.324634647951351
"2009",0.253689747055861,0.255852954497872,0.211665851297084,0.296449111437449
"2010",0.276047638055808,0.263224033664159,0.226059447393332,0.316057293014743
"2011",0.304985028740864,0.259618847615846,0.225797733589982,0.297932856089992
"2012",0.337597458368317,0.230831093914179,0.300643955298505,0.327964798337338
"2013",0.384554915229586,0.248248349821503,0.177778519178964,0.291389415196251
"2014",0.459774389982634,0.245719000673182,0.201550030173054,0.32037506800228
"2015",0.561874694723523,0.296063771484125,0.147462273361993,0.294294544802598
"2016",0.866404424792898,0.348706644585165,0.232413261483627,0.384727181221045
