Year,3,4,5,6,7,8,9,10,11,12,13,14
1959,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1960,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1961,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1962,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1963,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1964,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1965,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1966,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1967,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1968,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1969,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1970,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1971,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1972,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1973,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1974,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1975,0.178,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1976,0.180,0.440,0.863,1.347,2.008,2.776,3.628,4.564,5.535,6.497,7.507,8.587
1977,0.488,0.436,0.947,1.417,2.118,2.865,3.667,4.500,5.484,6.385,7.840,9.367
1978,0.374,0.620,0.857,1.508,2.135,2.825,3.745,4.650,5.054,6.529,7.238,8.750
1979,0.309,0.541,0.841,1.335,2.112,3.003,3.586,5.158,6.010,6.511,8.283,9.166
1980,0.422,0.543,0.857,1.295,2.023,3.030,4.458,5.467,6.878,7.777,8.747,9.555
1981,0.379,0.641,0.975,1.426,1.954,2.848,3.962,5.538,7.176,8.118,8.514,9.444
