Year,2,3,4,5,6,7,8,9,10,11,12,13,14
1959,137.77,108.45,188.22,50.90,45.45,33.30,6.71,9.04,6.91,6.96,3.73,0.59,0.01
1960,129.41,104.73,77.87,128.90,33.84,23.55,18.56,4.40,4.97,3.61,4.23,1.90,0.37
1961,128.28,94.47,82.12,51.50,74.81,17.25,16.26,9.25,2.79,2.67,1.96,2.82,1.18
1962,136.13,93.28,72.95,59.37,31.20,39.58,10.02,7.15,4.70,1.47,1.40,1.07,2.41
1963,171.93,95.36,63.57,50.20,35.38,17.95,20.81,6.60,3.46,2.51,0.81,0.80,2.06
1964,200.64,132.10,63.82,39.27,30.53,17.97,10.46,10.28,4.63,1.80,1.52,0.45,1.62
1965,211.32,156.12,95.02,38.02,23.55,15.32,10.19,5.83,4.54,3.03,0.85,0.81,1.09
1966,204.65,154.35,114.70,61.26,20.54,15.65,6.18,5.25,3.20,1.83,2.07,0.42,0.93
1967,166.78,164.14,118.52,72.94,34.59,11.50,7.34,2.97,2.42,1.57,0.67,1.31,0.71
1968,134.02,126.28,122.40,82.10,37.01,17.06,6.19,3.89,1.54,1.27,0.76,0.26,1.66
1969,106.30,94.35,94.52,78.97,42.91,19.51,7.56,2.95,2.11,0.71,0.64,0.36,0.97
1970,113.07,71.85,65.65,62.96,45.20,22.22,9.15,3.32,1.21,0.92,0.33,0.29,0.56
1971,95.01,92.34,48.17,39.46,31.38,24.23,9.83,4.02,1.70,0.57,0.45,0.17,0.36
1972,79.95,71.32,68.13,28.47,19.95,16.54,10.86,4.16,1.77,0.83,0.28,0.21,0.24
1973,97.24,52.56,52.10,45.81,14.84,10.66,6.57,4.94,1.87,0.76,0.40,0.13,0.21
1974,101.60,77.35,32.95,34.64,22.66,7.17,4.88,2.84,2.00,0.80,0.32,0.17,0.17
1975,91.95,75.32,55.03,17.10,18.61,13.84,2.88,2.00,1.15,0.82,0.33,0.14,0.16
1976,86.01,68.57,55.46,36.12,11.62,7.75,4.52,1.21,0.82,0.50,0.35,0.15,0.15
1977,54.53,74.64,52.45,37.26,19.94,5.23,2.53,2.59,0.67,0.46,0.30,0.21,0.18
1978,37.54,40.08,66.25,34.34,17.62,7.96,2.65,1.61,1.53,0.36,0.28,0.17,0.26
1979,46.75,24.09,31.86,57.97,22.63,9.33,4.34,1.49,0.91,0.74,0.20,0.16,0.30
1980,73.75,36.05,17.97,24.81,36.75,13.58,5.23,2.30,0.92,0.60,0.38,0.13,0.34
1981,57.51,67.00,30.51,13.83,17.60,21.77,7.10,3.16,1.36,0.58,0.40,0.20,0.29
